ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-03-09,-19.14730786147333,-432.1134929704937,239.41839860229075,-19.14730786147333,-19.14730786147333,-78.3684071489477,-78.3684071489477,-78.3684071489477,-80.04193674090475,-80.04193674090475,-80.04193674090475,1.6735295919570468,1.6735295919570468,1.6735295919570468,0.0,0.0,0.0,-97.51571501042102
2020-03-13,19.546448405568583,-416.3981831287794,277.6873449003319,19.546448405568583,19.546448405568583,-80.49421617120127,-80.49421617120127,-80.49421617120127,-80.04193674090475,-80.04193674090475,-80.04193674090475,-0.4522794302965284,-0.4522794302965284,-0.4522794302965284,0.0,0.0,0.0,-60.94776776563269
2020-03-14,29.219887472329063,-385.5436931751242,278.21786803654425,29.219887472329063,29.219887472329063,-92.88013869538723,-92.88013869538723,-92.88013869538723,-80.04193674090475,-80.04193674090475,-80.04193674090475,-12.838201954482486,-12.838201954482486,-12.838201954482486,0.0,0.0,0.0,-63.66025122305817
2020-03-15,38.89332653908954,-374.99495648529967,273.4591898956421,38.89332653908954,38.89332653908954,-91.18220105988044,-91.18220105988044,-91.18220105988044,-80.04193674090475,-80.04193674090475,-80.04193674090475,-11.140264318975694,-11.140264318975694,-11.140264318975694,0.0,0.0,0.0,-52.2888745207909
2020-03-16,48.566765605850016,-363.5324146633676,315.19278789561713,48.566765605850016,48.566765605850016,-78.36840714893184,-78.36840714893184,-78.36840714893184,-80.04193674090475,-80.04193674090475,-80.04193674090475,1.6735295919729027,1.6735295919729027,1.6735295919729027,0.0,0.0,0.0,-29.80164154308182
2020-03-17,58.240204672610496,-330.05857698098555,334.6268812350613,58.240204672610496,58.240204672610496,-64.13421929614343,-64.13421929614343,-64.13421929614343,-80.04193674090475,-80.04193674090475,-80.04193674090475,15.907717444761323,15.907717444761323,15.907717444761323,0.0,0.0,0.0,-5.894014623532932
2020-03-18,67.91364373937097,-344.2977371730052,326.58781945279156,67.91364373937097,67.91364373937097,-73.1098280634378,-73.1098280634378,-73.1098280634378,-80.04193674090475,-80.04193674090475,-80.04193674090475,6.932108677466946,6.932108677466946,6.932108677466946,0.0,0.0,0.0,-5.196184324066834
2020-03-19,77.58708280613145,-342.6276805019515,351.58822178541004,77.58708280613145,77.58708280613145,-80.1245467513644,-80.1245467513644,-80.1245467513644,-80.04193674090475,-80.04193674090475,-80.04193674090475,-0.08261001045965362,-0.08261001045965362,-0.08261001045965362,0.0,0.0,0.0,-2.5374639452329575
2020-03-20,87.26052187289193,-300.44596277049874,372.47365323164064,87.26052187289193,87.26052187289193,-80.49421617119214,-80.49421617119214,-80.49421617119214,-80.04193674090475,-80.04193674090475,-80.04193674090475,-0.4522794302873993,-0.4522794302873993,-0.4522794302873993,0.0,0.0,0.0,6.7663057016997925
2020-03-21,96.93396093965241,-354.0115363898147,336.0109999908329,96.93396093965241,96.93396093965241,-92.88013869539591,-92.88013869539591,-92.88013869539591,-80.04193674090475,-80.04193674090475,-80.04193674090475,-12.838201954491167,-12.838201954491167,-12.838201954491167,0.0,0.0,0.0,4.053822244256494
2020-03-22,106.60740000641287,-305.3961975769933,380.9362366109255,106.60740000641287,106.60740000641287,-91.18220105987429,-91.18220105987429,-91.18220105987429,-80.04193674090475,-80.04193674090475,-80.04193674090475,-11.140264318969539,-11.140264318969539,-11.140264318969539,0.0,0.0,0.0,15.425198946538586
